id,timestamp,close_timestamp,symbol,provider,open,high,low,close
Bitget_XAGUSDT_2026-09-20T03:50:00+00:00,2026-09-20T03:50:00+00:00,2026-09-20T03:55:00+00:00,XAGUSDT,Bitget,66.39,66.4,66.39,66.39
Bitget_AVAXUSDT_2026-09-20T03:55:00+00:00,2026-09-20T03:55:00+00:00,2026-09-20T04:00:00+00:00,AVAXUSDT,Bitget,9.585,9.585,9.555,9.563
Bitget_KR200USDT_2026-09-20T03:55:00+00:00,2026-09-20T03:55:00+00:00,2026-09-20T04:00:00+00:00,KR200USDT,Bitget,1088.21,1088.21,1088.08,1088.08
Bitget_MUUSDT_2026-09-20T03:55:00+00:00,2026-09-20T03:55:00+00:00,2026-09-20T04:00:00+00:00,MUUSDT,Bitget,1004.88,1005.49,1004.32,1005.49
Bitget_PHAUSDT_2026-09-20T03:55:00+00:00,2026-09-20T03:55:00+00:00,2026-09-20T04:00:00+00:00,PHAUSDT,Bitget,0.03518,0.03521,0.03518,0.0352
Bitget_SAMSUNGUSDT_2026-09-20T03:55:00+00:00,2026-09-20T03:55:00+00:00,2026-09-20T04:00:00+00:00,SAMSUNGUSDT,Bitget,188.08,188.15,188.07,188.15
Bitget_SKHYNIXUSDT_2026-09-20T03:55:00+00:00,2026-09-20T03:55:00+00:00,2026-09-20T04:00:00+00:00,SKHYNIXUSDT,Bitget,1335.58,1336.95,1335.2,1336.83
Bitget_SKHYUSDT_2026-09-20T03:55:00+00:00,2026-09-20T03:55:00+00:00,2026-09-20T04:00:00+00:00,SKHYUSDT,Bitget,186.02,186.12,186.02,186.11
Bitget_SOLUSDT_2026-09-20T03:55:00+00:00,2026-09-20T03:55:00+00:00,2026-09-20T04:00:00+00:00,SOLUSDT,Bitget,109.049,109.057,108.813,108.869
Bitget_WIFUSDT_2026-09-20T03:55:00+00:00,2026-09-20T03:55:00+00:00,2026-09-20T04:00:00+00:00,WIFUSDT,Bitget,0.2018,0.202,0.2018,0.202
Bitget_XAGUSDT_2026-09-20T03:55:00+00:00,2026-09-20T03:55:00+00:00,2026-09-20T04:00:00+00:00,XAGUSDT,Bitget,66.39,66.44,66.39,66.44
Bitget_AVAXUSDT_2026-09-20T04:00:00+00:00,2026-09-20T04:00:00+00:00,2026-09-20T04:05:00+00:00,AVAXUSDT,Bitget,9.563,9.57,9.519,9.543
Bitget_KR200USDT_2026-09-20T04:00:00+00:00,2026-09-20T04:00:00+00:00,2026-09-20T04:05:00+00:00,KR200USDT,Bitget,1088.08,1088.08,1088.08,1088.08
Bitget_MUUSDT_2026-09-20T04:00:00+00:00,2026-09-20T04:00:00+00:00,2026-09-20T04:05:00+00:00,MUUSDT,Bitget,1005.49,1005.49,1005.03,1005.49
Bitget_PHAUSDT_2026-09-20T04:00:00+00:00,2026-09-20T04:00:00+00:00,2026-09-20T04:05:00+00:00,PHAUSDT,Bitget,0.0352,0.0352,0.03513,0.03513
Bitget_SAMSUNGUSDT_2026-09-20T04:00:00+00:00,2026-09-20T04:00:00+00:00,2026-09-20T04:05:00+00:00,SAMSUNGUSDT,Bitget,188.15,188.15,188.1,188.1
Bitget_SKHYNIXUSDT_2026-09-20T04:00:00+00:00,2026-09-20T04:00:00+00:00,2026-09-20T04:05:00+00:00,SKHYNIXUSDT,Bitget,1336.83,1336.83,1335.27,1335.81
Bitget_SKHYUSDT_2026-09-20T04:00:00+00:00,2026-09-20T04:00:00+00:00,2026-09-20T04:05:00+00:00,SKHYUSDT,Bitget,186.11,186.15,186.01,186.01
Bitget_SOLUSDT_2026-09-20T04:00:00+00:00,2026-09-20T04:00:00+00:00,2026-09-20T04:05:00+00:00,SOLUSDT,Bitget,108.869,108.972,108.701,108.962
Bitget_WIFUSDT_2026-09-20T04:00:00+00:00,2026-09-20T04:00:00+00:00,2026-09-20T04:05:00+00:00,WIFUSDT,Bitget,0.202,0.2023,0.2014,0.2021
Bitget_XAGUSDT_2026-09-20T04:00:00+00:00,2026-09-20T04:00:00+00:00,2026-09-20T04:05:00+00:00,XAGUSDT,Bitget,66.44,66.46,66.43,66.46
Bitget_AVAXUSDT_2026-09-20T04:05:00+00:00,2026-09-20T04:05:00+00:00,2026-09-20T04:10:00+00:00,AVAXUSDT,Bitget,9.543,9.557,9.51,9.551
Bitget_KR200USDT_2026-09-20T04:05:00+00:00,2026-09-20T04:05:00+00:00,2026-09-20T04:10:00+00:00,KR200USDT,Bitget,1088.08,1088.73,1085.14,1085.62
Bitget_MUUSDT_2026-09-20T04:05:00+00:00,2026-09-20T04:05:00+00:00,2026-09-20T04:10:00+00:00,MUUSDT,Bitget,1005.49,1005.49,1004.49,1004.59
Bitget_PHAUSDT_2026-09-20T04:05:00+00:00,2026-09-20T04:05:00+00:00,2026-09-20T04:10:00+00:00,PHAUSDT,Bitget,0.03513,0.03513,0.03513,0.03513
Bitget_SAMSUNGUSDT_2026-09-20T04:05:00+00:00,2026-09-20T04:05:00+00:00,2026-09-20T04:10:00+00:00,SAMSUNGUSDT,Bitget,188.1,188.13,188.1,188.1
Bitget_SKHYNIXUSDT_2026-09-20T04:05:00+00:00,2026-09-20T04:05:00+00:00,2026-09-20T04:10:00+00:00,SKHYNIXUSDT,Bitget,1335.81,1335.81,1335.08,1335.19
Bitget_SKHYUSDT_2026-09-20T04:05:00+00:00,2026-09-20T04:05:00+00:00,2026-09-20T04:10:00+00:00,SKHYUSDT,Bitget,186.01,186.02,186.01,186.01
Bitget_SOLUSDT_2026-09-20T04:05:00+00:00,2026-09-20T04:05:00+00:00,2026-09-20T04:10:00+00:00,SOLUSDT,Bitget,108.962,108.984,108.72,108.82
Bitget_WIFUSDT_2026-09-20T04:05:00+00:00,2026-09-20T04:05:00+00:00,2026-09-20T04:10:00+00:00,WIFUSDT,Bitget,0.2021,0.2021,0.2014,0.2014
Bitget_XAGUSDT_2026-09-20T04:05:00+00:00,2026-09-20T04:05:00+00:00,2026-09-20T04:10:00+00:00,XAGUSDT,Bitget,66.46,66.47,66.45,66.46
Bitget_AVAXUSDT_2026-09-20T04:10:00+00:00,2026-09-20T04:10:00+00:00,2026-09-20T04:15:00+00:00,AVAXUSDT,Bitget,9.551,9.573,9.487,9.573
Bitget_KR200USDT_2026-09-20T04:10:00+00:00,2026-09-20T04:10:00+00:00,2026-09-20T04:15:00+00:00,KR200USDT,Bitget,1085.62,1085.62,1085.62,1085.62
Bitget_MUUSDT_2026-09-20T04:10:00+00:00,2026-09-20T04:10:00+00:00,2026-09-20T04:15:00+00:00,MUUSDT,Bitget,1004.59,1004.59,1004,1004.11
Bitget_PHAUSDT_2026-09-20T04:10:00+00:00,2026-09-20T04:10:00+00:00,2026-09-20T04:15:00+00:00,PHAUSDT,Bitget,0.03513,0.03513,0.0349,0.0349
Bitget_SAMSUNGUSDT_2026-09-20T04:10:00+00:00,2026-09-20T04:10:00+00:00,2026-09-20T04:15:00+00:00,SAMSUNGUSDT,Bitget,188.1,188.1,187.96,187.96
Bitget_SKHYNIXUSDT_2026-09-20T04:10:00+00:00,2026-09-20T04:10:00+00:00,2026-09-20T04:15:00+00:00,SKHYNIXUSDT,Bitget,1335.19,1335.8,1334.62,1335.8
Bitget_SKHYUSDT_2026-09-20T04:10:00+00:00,2026-09-20T04:10:00+00:00,2026-09-20T04:15:00+00:00,SKHYUSDT,Bitget,186.01,186.01,185.93,185.95
Bitget_SOLUSDT_2026-09-20T04:10:00+00:00,2026-09-20T04:10:00+00:00,2026-09-20T04:15:00+00:00,SOLUSDT,Bitget,108.82,108.85,108.61,108.85
Bitget_WIFUSDT_2026-09-20T04:10:00+00:00,2026-09-20T04:10:00+00:00,2026-09-20T04:15:00+00:00,WIFUSDT,Bitget,0.2014,0.2014,0.2005,0.2012
Bitget_XAGUSDT_2026-09-20T04:10:00+00:00,2026-09-20T04:10:00+00:00,2026-09-20T04:15:00+00:00,XAGUSDT,Bitget,66.46,66.48,66.44,66.45
Bitget_AVAXUSDT_2026-09-20T04:15:00+00:00,2026-09-20T04:15:00+00:00,2026-09-20T04:20:00+00:00,AVAXUSDT,Bitget,9.573,9.658,9.555,9.619
Bitget_KR200USDT_2026-09-20T04:15:00+00:00,2026-09-20T04:15:00+00:00,2026-09-20T04:20:00+00:00,KR200USDT,Bitget,1085.62,1085.62,1084.86,1084.86
Bitget_MUUSDT_2026-09-20T04:15:00+00:00,2026-09-20T04:15:00+00:00,2026-09-20T04:20:00+00:00,MUUSDT,Bitget,1004.11,1005.02,1004.11,1004.88
Bitget_PHAUSDT_2026-09-20T04:15:00+00:00,2026-09-20T04:15:00+00:00,2026-09-20T04:20:00+00:00,PHAUSDT,Bitget,0.0349,0.03493,0.0349,0.03493
Bitget_SAMSUNGUSDT_2026-09-20T04:15:00+00:00,2026-09-20T04:15:00+00:00,2026-09-20T04:20:00+00:00,SAMSUNGUSDT,Bitget,187.96,187.96,187.96,187.96
Bitget_SKHYNIXUSDT_2026-09-20T04:15:00+00:00,2026-09-20T04:15:00+00:00,2026-09-20T04:20:00+00:00,SKHYNIXUSDT,Bitget,1335.8,1336.44,1335.6,1336.28
Bitget_SKHYUSDT_2026-09-20T04:15:00+00:00,2026-09-20T04:15:00+00:00,2026-09-20T04:20:00+00:00,SKHYUSDT,Bitget,185.95,186.06,185.95,186.06
Bitget_SOLUSDT_2026-09-20T04:15:00+00:00,2026-09-20T04:15:00+00:00,2026-09-20T04:20:00+00:00,SOLUSDT,Bitget,108.85,109.028,108.7,108.731
Bitget_WIFUSDT_2026-09-20T04:15:00+00:00,2026-09-20T04:15:00+00:00,2026-09-20T04:20:00+00:00,WIFUSDT,Bitget,0.2012,0.2018,0.2008,0.2008
Bitget_XAGUSDT_2026-09-20T04:15:00+00:00,2026-09-20T04:15:00+00:00,2026-09-20T04:20:00+00:00,XAGUSDT,Bitget,66.45,66.45,66.43,66.43
Bitget_AVAXUSDT_2026-09-20T04:20:00+00:00,2026-09-20T04:20:00+00:00,2026-09-20T04:25:00+00:00,AVAXUSDT,Bitget,9.619,9.638,9.546,9.579
Bitget_KR200USDT_2026-09-20T04:20:00+00:00,2026-09-20T04:20:00+00:00,2026-09-20T04:25:00+00:00,KR200USDT,Bitget,1084.86,1085.4,1084.86,1085.4
Bitget_MUUSDT_2026-09-20T04:20:00+00:00,2026-09-20T04:20:00+00:00,2026-09-20T04:25:00+00:00,MUUSDT,Bitget,1004.88,1004.94,1004.28,1004.94
Bitget_PHAUSDT_2026-09-20T04:20:00+00:00,2026-09-20T04:20:00+00:00,2026-09-20T04:25:00+00:00,PHAUSDT,Bitget,0.03493,0.03493,0.03481,0.03481
Bitget_SAMSUNGUSDT_2026-09-20T04:20:00+00:00,2026-09-20T04:20:00+00:00,2026-09-20T04:25:00+00:00,SAMSUNGUSDT,Bitget,187.96,188.09,187.96,188.01
Bitget_SKHYNIXUSDT_2026-09-20T04:20:00+00:00,2026-09-20T04:20:00+00:00,2026-09-20T04:25:00+00:00,SKHYNIXUSDT,Bitget,1336.28,1336.28,1334.8,1335.91
Bitget_SKHYUSDT_2026-09-20T04:20:00+00:00,2026-09-20T04:20:00+00:00,2026-09-20T04:25:00+00:00,SKHYUSDT,Bitget,186.06,186.07,185.92,185.97
Bitget_SOLUSDT_2026-09-20T04:20:00+00:00,2026-09-20T04:20:00+00:00,2026-09-20T04:25:00+00:00,SOLUSDT,Bitget,108.731,108.81,108.644,108.809
Bitget_WIFUSDT_2026-09-20T04:20:00+00:00,2026-09-20T04:20:00+00:00,2026-09-20T04:25:00+00:00,WIFUSDT,Bitget,0.2008,0.2008,0.2003,0.2007
Bitget_XAGUSDT_2026-09-20T04:20:00+00:00,2026-09-20T04:20:00+00:00,2026-09-20T04:25:00+00:00,XAGUSDT,Bitget,66.43,66.43,66.42,66.42
Bitget_AVAXUSDT_2026-09-20T04:25:00+00:00,2026-09-20T04:25:00+00:00,2026-09-20T04:30:00+00:00,AVAXUSDT,Bitget,9.579,9.591,9.564,9.586
Bitget_KR200USDT_2026-09-20T04:25:00+00:00,2026-09-20T04:25:00+00:00,2026-09-20T04:30:00+00:00,KR200USDT,Bitget,1085.4,1085.4,1084.75,1084.75
Bitget_MUUSDT_2026-09-20T04:25:00+00:00,2026-09-20T04:25:00+00:00,2026-09-20T04:30:00+00:00,MUUSDT,Bitget,1004.94,1004.96,1004.28,1004.65
Bitget_PHAUSDT_2026-09-20T04:25:00+00:00,2026-09-20T04:25:00+00:00,2026-09-20T04:30:00+00:00,PHAUSDT,Bitget,0.03481,0.03488,0.03481,0.03488
Bitget_SAMSUNGUSDT_2026-09-20T04:25:00+00:00,2026-09-20T04:25:00+00:00,2026-09-20T04:30:00+00:00,SAMSUNGUSDT,Bitget,188.01,188.01,188.01,188.01
Bitget_SKHYNIXUSDT_2026-09-20T04:25:00+00:00,2026-09-20T04:25:00+00:00,2026-09-20T04:30:00+00:00,SKHYNIXUSDT,Bitget,1335.91,1336.44,1335.3,1335.92
Bitget_SKHYUSDT_2026-09-20T04:25:00+00:00,2026-09-20T04:25:00+00:00,2026-09-20T04:30:00+00:00,SKHYUSDT,Bitget,185.97,186.08,185.97,185.99
Bitget_SOLUSDT_2026-09-20T04:25:00+00:00,2026-09-20T04:25:00+00:00,2026-09-20T04:30:00+00:00,SOLUSDT,Bitget,108.809,109.009,108.8,108.966
Bitget_WIFUSDT_2026-09-20T04:25:00+00:00,2026-09-20T04:25:00+00:00,2026-09-20T04:30:00+00:00,WIFUSDT,Bitget,0.2007,0.2012,0.2007,0.2008
Bitget_XAGUSDT_2026-09-20T04:25:00+00:00,2026-09-20T04:25:00+00:00,2026-09-20T04:30:00+00:00,XAGUSDT,Bitget,66.42,66.42,66.4,66.4
Bitget_AVAXUSDT_2026-09-20T04:30:00+00:00,2026-09-20T04:30:00+00:00,2026-09-20T04:35:00+00:00,AVAXUSDT,Bitget,9.586,9.615,9.582,9.591
Bitget_KR200USDT_2026-09-20T04:30:00+00:00,2026-09-20T04:30:00+00:00,2026-09-20T04:35:00+00:00,KR200USDT,Bitget,1084.75,1085.25,1084.75,1085.25
Bitget_MUUSDT_2026-09-20T04:30:00+00:00,2026-09-20T04:30:00+00:00,2026-09-20T04:35:00+00:00,MUUSDT,Bitget,1004.65,1004.65,1004.53,1004.58
Bitget_PHAUSDT_2026-09-20T04:30:00+00:00,2026-09-20T04:30:00+00:00,2026-09-20T04:35:00+00:00,PHAUSDT,Bitget,0.03488,0.03501,0.03488,0.03501
Bitget_SAMSUNGUSDT_2026-09-20T04:30:00+00:00,2026-09-20T04:30:00+00:00,2026-09-20T04:35:00+00:00,SAMSUNGUSDT,Bitget,188.01,188.05,188.01,188.05
Bitget_SKHYNIXUSDT_2026-09-20T04:30:00+00:00,2026-09-20T04:30:00+00:00,2026-09-20T04:35:00+00:00,SKHYNIXUSDT,Bitget,1335.92,1335.92,1334.99,1335.3
Bitget_SKHYUSDT_2026-09-20T04:30:00+00:00,2026-09-20T04:30:00+00:00,2026-09-20T04:35:00+00:00,SKHYUSDT,Bitget,185.99,186,185.99,186
Bitget_SOLUSDT_2026-09-20T04:30:00+00:00,2026-09-20T04:30:00+00:00,2026-09-20T04:35:00+00:00,SOLUSDT,Bitget,108.966,108.994,108.879,108.879
Bitget_WIFUSDT_2026-09-20T04:30:00+00:00,2026-09-20T04:30:00+00:00,2026-09-20T04:35:00+00:00,WIFUSDT,Bitget,0.2008,0.2009,0.2007,0.2007
Bitget_XAGUSDT_2026-09-20T04:30:00+00:00,2026-09-20T04:30:00+00:00,2026-09-20T04:35:00+00:00,XAGUSDT,Bitget,66.4,66.4,66.4,66.4
Bitget_AVAXUSDT_2026-09-20T04:35:00+00:00,2026-09-20T04:35:00+00:00,2026-09-20T04:40:00+00:00,AVAXUSDT,Bitget,9.591,9.645,9.583,9.623
Bitget_KR200USDT_2026-09-20T04:35:00+00:00,2026-09-20T04:35:00+00:00,2026-09-20T04:40:00+00:00,KR200USDT,Bitget,1085.25,1087.02,1085.25,1086.87
Bitget_MUUSDT_2026-09-20T04:35:00+00:00,2026-09-20T04:35:00+00:00,2026-09-20T04:40:00+00:00,MUUSDT,Bitget,1004.58,1004.58,1004.23,1004.39
Bitget_PHAUSDT_2026-09-20T04:35:00+00:00,2026-09-20T04:35:00+00:00,2026-09-20T04:40:00+00:00,PHAUSDT,Bitget,0.03501,0.03522,0.03501,0.0352
Bitget_SAMSUNGUSDT_2026-09-20T04:35:00+00:00,2026-09-20T04:35:00+00:00,2026-09-20T04:40:00+00:00,SAMSUNGUSDT,Bitget,188.05,188.06,188.05,188.06
Bitget_SKHYNIXUSDT_2026-09-20T04:35:00+00:00,2026-09-20T04:35:00+00:00,2026-09-20T04:40:00+00:00,SKHYNIXUSDT,Bitget,1335.3,1336.6,1335.3,1336.6
Bitget_SKHYUSDT_2026-09-20T04:35:00+00:00,2026-09-20T04:35:00+00:00,2026-09-20T04:40:00+00:00,SKHYUSDT,Bitget,186,186.08,185.96,186.08
Bitget_SOLUSDT_2026-09-20T04:35:00+00:00,2026-09-20T04:35:00+00:00,2026-09-20T04:40:00+00:00,SOLUSDT,Bitget,108.879,109.199,108.788,109.075
Bitget_WIFUSDT_2026-09-20T04:35:00+00:00,2026-09-20T04:35:00+00:00,2026-09-20T04:40:00+00:00,WIFUSDT,Bitget,0.2007,0.2021,0.2007,0.202
Bitget_XAGUSDT_2026-09-20T04:35:00+00:00,2026-09-20T04:35:00+00:00,2026-09-20T04:40:00+00:00,XAGUSDT,Bitget,66.4,66.41,66.4,66.4
Bitget_AVAXUSDT_2026-09-20T04:40:00+00:00,2026-09-20T04:40:00+00:00,2026-09-20T04:45:00+00:00,AVAXUSDT,Bitget,9.623,9.632,9.575,9.585
Bitget_KR200USDT_2026-09-20T04:40:00+00:00,2026-09-20T04:40:00+00:00,2026-09-20T04:45:00+00:00,KR200USDT,Bitget,1086.87,1087.38,1085.17,1085.55
Bitget_MUUSDT_2026-09-20T04:40:00+00:00,2026-09-20T04:40:00+00:00,2026-09-20T04:45:00+00:00,MUUSDT,Bitget,1004.39,1005.05,1004.39,1004.74
Bitget_PHAUSDT_2026-09-20T04:40:00+00:00,2026-09-20T04:40:00+00:00,2026-09-20T04:45:00+00:00,PHAUSDT,Bitget,0.0352,0.03538,0.03509,0.03509
Bitget_SAMSUNGUSDT_2026-09-20T04:40:00+00:00,2026-09-20T04:40:00+00:00,2026-09-20T04:45:00+00:00,SAMSUNGUSDT,Bitget,188.06,188.1,188.06,188.1
Bitget_SKHYNIXUSDT_2026-09-20T04:40:00+00:00,2026-09-20T04:40:00+00:00,2026-09-20T04:45:00+00:00,SKHYNIXUSDT,Bitget,1336.6,1337.09,1336.21,1336.21
Bitget_SKHYUSDT_2026-09-20T04:40:00+00:00,2026-09-20T04:40:00+00:00,2026-09-20T04:45:00+00:00,SKHYUSDT,Bitget,186.08,186.08,186.08,186.08
Bitget_SOLUSDT_2026-09-20T04:40:00+00:00,2026-09-20T04:40:00+00:00,2026-09-20T04:45:00+00:00,SOLUSDT,Bitget,109.075,109.085,108.837,108.848
Bitget_WIFUSDT_2026-09-20T04:40:00+00:00,2026-09-20T04:40:00+00:00,2026-09-20T04:45:00+00:00,WIFUSDT,Bitget,0.202,0.202,0.2011,0.2012
Bitget_XAGUSDT_2026-09-20T04:40:00+00:00,2026-09-20T04:40:00+00:00,2026-09-20T04:45:00+00:00,XAGUSDT,Bitget,66.4,66.42,66.4,66.41
Bitget_AVAXUSDT_2026-09-20T04:45:00+00:00,2026-09-20T04:45:00+00:00,2026-09-20T04:50:00+00:00,AVAXUSDT,Bitget,9.585,9.599,9.547,9.562
Bitget_KR200USDT_2026-09-20T04:45:00+00:00,2026-09-20T04:45:00+00:00,2026-09-20T04:50:00+00:00,KR200USDT,Bitget,1085.55,1085.73,1084.74,1085.39
Bitget_MUUSDT_2026-09-20T04:45:00+00:00,2026-09-20T04:45:00+00:00,2026-09-20T04:50:00+00:00,MUUSDT,Bitget,1004.74,1004.74,1003.28,1003.67
Bitget_PHAUSDT_2026-09-20T04:45:00+00:00,2026-09-20T04:45:00+00:00,2026-09-20T04:50:00+00:00,PHAUSDT,Bitget,0.03509,0.03516,0.03501,0.03501
Bitget_SAMSUNGUSDT_2026-09-20T04:45:00+00:00,2026-09-20T04:45:00+00:00,2026-09-20T04:50:00+00:00,SAMSUNGUSDT,Bitget,188.1,188.12,187.94,188.01
Bitget_SKHYNIXUSDT_2026-09-20T04:45:00+00:00,2026-09-20T04:45:00+00:00,2026-09-20T04:50:00+00:00,SKHYNIXUSDT,Bitget,1336.21,1336.53,1334,1334.3
Bitget_SKHYUSDT_2026-09-20T04:45:00+00:00,2026-09-20T04:45:00+00:00,2026-09-20T04:50:00+00:00,SKHYUSDT,Bitget,186.08,186.12,185.8,185.83
Bitget_SOLUSDT_2026-09-20T04:45:00+00:00,2026-09-20T04:45:00+00:00,2026-09-20T04:50:00+00:00,SOLUSDT,Bitget,108.848,108.884,108.619,108.836
Bitget_WIFUSDT_2026-09-20T04:45:00+00:00,2026-09-20T04:45:00+00:00,2026-09-20T04:50:00+00:00,WIFUSDT,Bitget,0.2012,0.2012,0.2004,0.2007
Bitget_XAGUSDT_2026-09-20T04:45:00+00:00,2026-09-20T04:45:00+00:00,2026-09-20T04:50:00+00:00,XAGUSDT,Bitget,66.41,66.42,66.4,66.4
Bitget_AVAXUSDT_2026-09-20T04:50:00+00:00,2026-09-20T04:50:00+00:00,2026-09-20T04:55:00+00:00,AVAXUSDT,Bitget,9.562,9.641,9.562,9.627
Bitget_KR200USDT_2026-09-20T04:50:00+00:00,2026-09-20T04:50:00+00:00,2026-09-20T04:55:00+00:00,KR200USDT,Bitget,1085.39,1086.15,1083.91,1085.4
Bitget_MUUSDT_2026-09-20T04:50:00+00:00,2026-09-20T04:50:00+00:00,2026-09-20T04:55:00+00:00,MUUSDT,Bitget,1003.67,1004.44,1003.67,1004.44
Bitget_PHAUSDT_2026-09-20T04:50:00+00:00,2026-09-20T04:50:00+00:00,2026-09-20T04:55:00+00:00,PHAUSDT,Bitget,0.03501,0.03514,0.03501,0.03514
Bitget_SAMSUNGUSDT_2026-09-20T04:50:00+00:00,2026-09-20T04:50:00+00:00,2026-09-20T04:55:00+00:00,SAMSUNGUSDT,Bitget,188.01,188.06,187.89,188.02
Bitget_SKHYNIXUSDT_2026-09-20T04:50:00+00:00,2026-09-20T04:50:00+00:00,2026-09-20T04:55:00+00:00,SKHYNIXUSDT,Bitget,1334.3,1335.93,1333.82,1335.93
Bitget_SKHYUSDT_2026-09-20T04:50:00+00:00,2026-09-20T04:50:00+00:00,2026-09-20T04:55:00+00:00,SKHYUSDT,Bitget,185.83,186,185.8,186
Bitget_SOLUSDT_2026-09-20T04:50:00+00:00,2026-09-20T04:50:00+00:00,2026-09-20T04:55:00+00:00,SOLUSDT,Bitget,108.836,109.123,108.754,109.047
Bitget_WIFUSDT_2026-09-20T04:50:00+00:00,2026-09-20T04:50:00+00:00,2026-09-20T04:55:00+00:00,WIFUSDT,Bitget,0.2007,0.2012,0.2007,0.2012
Bitget_XAGUSDT_2026-09-20T04:50:00+00:00,2026-09-20T04:50:00+00:00,2026-09-20T04:55:00+00:00,XAGUSDT,Bitget,66.4,66.42,66.4,66.41
Bitget_AVAXUSDT_2026-09-20T04:55:00+00:00,2026-09-20T04:55:00+00:00,2026-09-20T05:00:00+00:00,AVAXUSDT,Bitget,9.627,9.632,9.602,9.609
Bitget_KR200USDT_2026-09-20T04:55:00+00:00,2026-09-20T04:55:00+00:00,2026-09-20T05:00:00+00:00,KR200USDT,Bitget,1085.4,1085.4,1083.64,1085.29
Bitget_MUUSDT_2026-09-20T04:55:00+00:00,2026-09-20T04:55:00+00:00,2026-09-20T05:00:00+00:00,MUUSDT,Bitget,1004.44,1004.6,1004.2,1004.37
Bitget_PHAUSDT_2026-09-20T04:55:00+00:00,2026-09-20T04:55:00+00:00,2026-09-20T05:00:00+00:00,PHAUSDT,Bitget,0.03514,0.03522,0.03514,0.03522
Bitget_SAMSUNGUSDT_2026-09-20T04:55:00+00:00,2026-09-20T04:55:00+00:00,2026-09-20T05:00:00+00:00,SAMSUNGUSDT,Bitget,188.02,188.12,188.02,188.12
Bitget_SKHYNIXUSDT_2026-09-20T04:55:00+00:00,2026-09-20T04:55:00+00:00,2026-09-20T05:00:00+00:00,SKHYNIXUSDT,Bitget,1335.93,1335.93,1335.46,1335.46
Bitget_SKHYUSDT_2026-09-20T04:55:00+00:00,2026-09-20T04:55:00+00:00,2026-09-20T05:00:00+00:00,SKHYUSDT,Bitget,186,186.04,185.98,186
Bitget_SOLUSDT_2026-09-20T04:55:00+00:00,2026-09-20T04:55:00+00:00,2026-09-20T05:00:00+00:00,SOLUSDT,Bitget,109.047,109.124,108.938,108.991
Bitget_WIFUSDT_2026-09-20T04:55:00+00:00,2026-09-20T04:55:00+00:00,2026-09-20T05:00:00+00:00,WIFUSDT,Bitget,0.2012,0.2012,0.2009,0.201
Bitget_XAGUSDT_2026-09-20T04:55:00+00:00,2026-09-20T04:55:00+00:00,2026-09-20T05:00:00+00:00,XAGUSDT,Bitget,66.41,66.42,66.38,66.38
Bitget_AVAXUSDT_2026-09-20T05:00:00+00:00,2026-09-20T05:00:00+00:00,2026-09-20T05:05:00+00:00,AVAXUSDT,Bitget,9.609,9.625,9.591,9.606
Bitget_KR200USDT_2026-09-20T05:00:00+00:00,2026-09-20T05:00:00+00:00,2026-09-20T05:05:00+00:00,KR200USDT,Bitget,1085.29,1085.29,1083.23,1083.23
Bitget_MUUSDT_2026-09-20T05:00:00+00:00,2026-09-20T05:00:00+00:00,2026-09-20T05:05:00+00:00,MUUSDT,Bitget,1004.37,1004.96,1004.04,1004.63
